,query,link1,text1,link2,text2,link3,text3,link4,text4,link5,text5,link6,text6,link7,text7,link8,text8,link9,text9,link10,text10
15,what is the shakespeare movie about a black man married to a white woman that he kills,https://www.esquire.com/entertainment/movies/g32742390/movies-about-race/,"Esquire
20 Best Movies About Race - Essential Films About Racism In America
As you embark on a mission to educate yourself, consider exposing yourself to the works of black filmmakers. These movies about systemic...
.
1 month ago",https://www.jagranjosh.com/general-knowledge/must-watch-movies-based-on-best-selling-books-1666941375-1,"Jagran Josh
11 Must-Watch Movies Based on Best-Selling Books
It's one thing to read and imagine a story, and another to witness it on the big screen. That's what happens when books are adapted into...
.
28-Oct-2022",https://www.pastemagazine.com/movies/1950s/the-100-best-films-of-the-1950s/,"Paste Magazine
The 100 Best Movies of the 1950s The 100 Best Movies of the 1950s
Film took off in a million directions during the 1950s, so we've pulled together a list of films that all tick the “if you…
.
16-Nov-2022",https://www.rogerebert.com/reviews/the-woman-king-movie-review-2022,"Roger Ebert
The Woman King movie review & film summary (2022)
From the moment Gina Prince-Bythewood became a director, her strength has always resided in her commitment to love stories.
.
16-Sept-2022",https://www.nytimes.com/2023/03/11/style/mel-brooks-comedian.html,"The New York Times
Mel Brooks Isn't Done Punching Up the History of the World
Mel Brooks is a sophisticated guy. He collected fancy French wines and did a tasting on Johnny Carson's show. He drops references to Nikolai...
.
2 weeks ago",https://www.cbsnews.com/pictures/notable-deaths-in-2022/,"CBS News
Notable Deaths in 2022
A look back at the esteemed personalities who've left us this year, who'd touched us with their innovation, creativity and humanity.
.
31-Dec-2022",https://dailyprogress.com/entertainment/books/changes-to-roald-dahls-classic-childrens-books-spark-censorship-spat/article_3a2c87a1-62b7-5bf9-bec9-dbd3b9d856ef.html,"The Daily Progress
Changes to Roald Dahl's classic children's books spark censorship spat
The news that changes have been made to the works of best-selling children's author Roald Dahl has met with anger from leading writers,...
.
1 month ago",https://www.glamourmagazine.co.uk/gallery/crime-documentaries-netflix,"Glamour UK
41 True Crime Documentaries On Netflix Like Sins Of Our Mother
The best true crime documentaries on Netflix to keep you glued to your seats, from the downright weird to the frankly terrifying.
.
29-Sept-2022",https://www.indiewire.com/gallery/best-90s-movies/,"IndieWire
The 100 Best ’90s Movies
From ""Close-Up"" to ""Clueless,"" and from ""The Thin Red Line"" to ""Perfect Blue,"" these timeless movies prove that the '90s never went away.
.
15-Aug-2022",https://www.theatlantic.com/podcasts/archive/2022/04/the-northman/629727/,"The Atlantic
'The Northman' Brings a Surprising Twist on Male Heroism
How the brutal Viking blockbuster uses a millennia-old tale to undermine the toxic masculinity of myth.
.
30-Apr-2022"
16,what chinese thriller set in the world of a hong kong triad inspired the academy award winning film the departed,https://www.thatsmags.com/china/post/31805/10-chinese-movies-you-should-watch-at-least-once,"Thatsmags.com
10 Chinese Movies You Should Watch at Least Once
Skip firing up the ol' VPN and step up your Chinese film repertoire.
.
19-Oct-2020",https://www.sbs.com.au/movies/article/2021/09/14/departed-youll-love-infernal-affairs,"SBS
Like 'The Departed'? You'll love 'Infernal Affairs'
Discover Andrew Lau and Alan Mak's Hong Kong thriller trilogy, streaming on SBS on Demand.
.
14-Sept-2021",https://www.anothermag.com/design-living/13410/exploring-the-crime-cinema-renaissance-of-post-handover-hong-kong-better-days,"AnOther Magazine
Exploring the Crime Cinema Renaissance of Post-Handover Hong Kong
James Balmont takes a closer look at five examples of the crime film renaissance that marks out post-handover Hong Kong cinema.
.
23-Jun-2021",https://www.salon.com/2021/12/19/korean-k-drama-remake-train-to-busan-crash-landing-on-you/,"Salon.com
Hollywood, please stop adapting K-dramas. It's not just unnecessary, it's racist
The beauty of ""Train to Busan"" and ""Crash Landing on You"" is their cultural specificity, which is erased by remakes.
.
19-Dec-2021",https://www.flicks.com.au/features/top-20-foreign-language-films-on-netflix-and-stan/,"Flicks.com.au
Top 20 foreign language films on Netflix and Stan
Film is a visual medium. The dialogue, and the language it's spoken in, is a belated addition that should never restrict what you watch.
.
24-Jun-2019",,,,,,,,,,
17,which movie by ridley scott is about machines who have come to believe they are human,https://www.cinemablend.com/news/1639139/30-best-sci-fi-movies-of-all-time,"CinemaBlend
The 35 Best Sci-Fi Movies Of All Time, Ranked
Science fiction is quite simply one of the most popular genres of film that we have. The creation of faraway places and futuristic...
.
4 days ago",https://www.space.com/best-sci-fi-movies-tv-shows-amazon-prime.html,"Space.com
Top sci-fi movies and TV shows to watch on Amazon Prime in March
Time to catch up on some long overdue sci-fi, so here's our handy guide to what's on.
.
3 weeks ago",https://movieweb.com/movies-that-arent-as-smart-as-you-think/,"MovieWeb
Movies That Aren't as Clever as Everyone Thinks They Are, Ranked
Sometimes the greatest trick a movie can pull is showing depth where there is none.
.
3 weeks ago",https://collider.com/science-fiction-films-influenced-by-gnosticism/,"Collider
How 'The Matrix', 'Eternals' & 'Prometheus' Connect to Gnosticism
Some of your favorite sci-fi movies ask some big questions about where we come from and why we're here.
.
07-Jul-2022",https://www.slashfilm.com/980337/ridley-scott-doesnt-think-of-blade-runner-as-a-science-fiction-film/,"Slash Film
Ridley Scott Doesn't Think Of Blade Runner As A 'Science Fiction' Film
""Los Angeles, November 2019."" These words greet viewers within the first few minutes of Ridley Scott's 1982 dystopian sci-fi, ""Blade Runner.
.
29-Aug-2022",https://movieweb.com/cgi-movie-effects-of-all-time/,"MovieWeb
Best CGI Movie Effects of All Time, Ranked
These are the films with CGI visual effects that made you believe without hesitation you were actually seeing the impossible take place on...
.
1 month ago",https://indiefilmhustle.com/ultimate-guide-to-ridley-scott-and-his-directing-techniques/,"Indie Film Hustle
Ultimate Guide To Ridley Scott And His Directing Techniques
BOY & BICYCLE (1965) This being a film journal about contemporary and classic film directors, I often invoke the term “auteur” to describe a...
.
30-Sept-2022",https://www.indiewire.com/2018/11/alien-awakening-plot-details-ridley-scott-michael-fassbender-1202020723/,"IndieWire
‘Alien: Awakening’: Plot Details Revealed for On-Hold Ridley Scott Sequel
While the future of Ridley Scott's “Alien” franchise on the big screen remains unclear, details about the intended next film,...
.
14-Nov-2018",https://www.pastemagazine.com/movies/robots/the-100-greatest-movie-robots-of-all-time/,"Paste Magazine
The 100 Greatest Movie Robots of All Time
Quick: Name five things most closely associated with science fiction… Time's up! If “robots” isn't on your list, you're either from the...
.
17-Jun-2021",https://www.vox.com/2016/6/1/11787262/blade-runner-neural-network-encoding,"Vox
A guy trained a machine to ""watch"" Blade Runner. Then things got seriously sci-fi.
The story of how an AI watching a movie about AIs led to the coolest, weirdest DMCA takedown ever.
.
01-Jun-2016"
18,what is the 2011 movie starring ryan reynolds as a test pilot given an alien ring,https://screenrant.com/green-lantern-broken-dc-comics-dceu-hal-jordan/,"Screen Rant
Green Lantern Is Broken (But DC Refuses to Fix Him)
Once considered one of DC's most popular superheroes, Green Lantern is now a B or C-list character with little hope of advancing in ranks...
.
20-Apr-2022",https://www.denofgeek.com/movies/green-lantern-movie-what-went-wrong/,"Den of Geek
What Went Wrong With the 2011 Green Lantern Movie?
In 2011 Warner Bros tried to launch the DC Extended Universe with a Green Lantern movie. It didn't work out.
.
02-Mar-2020",https://www.koimoi.com/bollywood-news/ryan-reynolds-in-the-first-look-of-green-lantern/,"Koimoi
Ryan Reynolds In The First Look Of Green Lantern
Ryan Reynolds will don the green mask and ring as the Green Lantern. Check out the first look of the film: Ryan Reynolds (Green Lantern...
.
29-Apr-2011",https://www.hollywoodreporter.com/movies/movie-news/captain-marvel-screenwriter-wants-avoid-918942/,"The Hollywood Reporter
‘Captain Marvel’ Screenwriter Wants to Avoid ‘Green Lantern’ Comparisons — for Very Good Reasons
Ryan Reynolds has successfully left the stench of 2011's Green Lantern behind — and when Captain Marvel hits theaters in 2019,...
.
11-Aug-2016",https://whatculture.com/comics/20-mind-blowing-facts-you-never-knew-about-green-lantern,"WhatCulture.com
20 Mind-Blowing Facts You Never Knew About Green Lantern
His 2011 movie may have crashed and burned, but Green Lantern remains one of the DC Universe's most popular superheroes.
.
10-Apr-2015",https://ew.com/article/2011/01/14/green-hornet-green-lantern/,"Entertainment Weekly
Can't tell 'The Green Hornet' and 'The Green Lantern' apart? Here's your cheat sheet.
The Year of the Second-Tier Superhero is sure to be a confusing time for the average moviegoer. Sure, we've all heard of Batman and...
.
14-Jan-2011",https://slate.com/culture/2011/06/green-lantern-a-front-runner-for-the-worst-movie-of-the-year.html,"Slate Magazine
Green Lantern: A front-runner for the worst movie of the year.
Like Terrence Malick's The Tree of Life, Martin Campbell's Green Lantern (Warner Bros.) begins at the very beginning: the origins of the...
.
17-Jun-2011",https://www.cinemablend.com/new/10-Classic-Superheroes-Ranked-By-Their-Origin-Stories-71173.html,"CinemaBlend
10 Classic Superheroes, Ranked By Their Origin Stories
When tales of how a superhero began their mission of good is told right, they're the stuff of legend. Here are some of the most famous...
.
29-Apr-2015",https://www.silive.com/entertainment/tvfilm/2011/10/green_lantern_and_horrible_bos.html,"SILive.com
'Green Lantern' and 'Horrible Bosses' out on DVD
The following motion pictures are now available on DVD. ¶ ¶ ""Green Lantern,"" Warner Home Video, 120 minutes, Rated PG-13 for intense WARNER...
.
12-Oct-2011",https://www.theatlantic.com/entertainment/archive/2011/06/green-lantern-revenge-of-the-lame-superhero-movie/240603/,"The Atlantic
'Green Lantern': Revenge of the Lame Superhero Movie
Formulaic, bland, and improbable, the film's greatest flaw lies in its shallow moral message. greenlanternfb 1 600.jpg. Warner Bros.
.
17-Jun-2011"
19,what gross early 90 s horror movie was directed by lord of the rings genius peter jackson,,,,,,,,,,,,,,,,,,,,
20,what s that movie about the old guy who creates a theme park about dinosaurs that get loose,https://www.usatoday.com/story/entertainment/movies/2022/06/11/jurassic-world-dominion-spoilers-tyrannosaurus-rex-unsung-hero/7568801001/,"USA Today
'Jurassic World Dominion' spoilers: Why the T. rex is an unsung hero
A cinema staple since 1993's 'Jurassic Park,' the Tyrannosaurus rex proves she's the franchise's unsung hero in 'Jurassic World Dominion.
.
11-Jun-2022",https://www.thedailybeast.com/preacher-kent-hovind-accused-of-enabling-a-pedophile-at-his-christian-dinosaur-adventure-land-theme-park,"The Daily Beast
Preacher Accused of Enabling Pedophile at Creationist 'Dino' Theme Park
Ex-residents of the theme park—where a child drowned in 2020—say a man convicted of playing strip poker with young boys brought a child to...
.
04-Feb-2023",https://www.livescience.com/could-we-build-jurassic-park-dinosaurs.html,"Live Science
Could we build a real-life Jurassic Park?
Advances in science could make it possible to bring the dinosaurs back to life.
.
14-May-2021",https://screenrant.com/memorable-quotes-jurassic-park-franchise/,"Screen Rant
20 Best Quotes From The Jurassic Park Franchise
The entire Jurassic Park franchise may fluctuate in quality, but each movie produced some truly memorable quotes.
.
13-Nov-2021",https://www.imdb.com/title/tt0107290/,"IMDb
Jurassic Park (1993)
Huge advancements in scientific technology have enabled a mogul to create an island full of living dinosaurs. John Hammond has invited four individuals,...
.
17-Mar-2015",https://www.romper.com/entertainment/best-dinosaur-shows-for-kids,"Romper
The 20 Dinosaur Shows For Kids To Watch Right Now
Having a phase where you're obsessed with dinosaurs is a kid rite of passage. Here are some shows for your budding paleontologist.
.
24-Jan-2021",https://abcnews.go.com/Entertainment/jurassic-park-turns-25-scenes-moments-iconic-summer/story?id=55332468,"ABC News
'Jurassic Park' turns 25: Behind-the-scenes moments you may not have known about the iconic summer thriller
Members of the cast and crew from the original 1993 film sat down with ABC News for the “20/20” special, “Lights, Camera, Summer,” airing...
.
22-May-2018",https://insidethemagic.net/2021/11/things-in-jurassic-park-3-make-no-sense-dr1/,"Inside the Magic
7 Things in ‘Jurassic Park 3’ That Make Absolutely No Sense
Credit: Universal Studios. The original Jurassic Park is a thought-provoking science-fiction thriller that deals with the ethics of meddling...
.
22-Nov-2021",https://insidethemagic.net/2021/07/universal-dinosaur-runs-loose-ad1/,"Inside the Magic
Dinosaur Runs Loose at Universal Orlando Theme Park
Credit: Universal Twitter. Universal Orlando Resort has been heavily pushing the Jurassic Park section of their Islands of Adventure theme...
.
28-Jul-2021",,
21,this 2010 movie starring robert downey jr was shipped to theaters under the code name maternity day,,,,,,,,,,,,,,,,,,,,
22,what is the name of the recent sience fiction horror film with joel edgerton as the lead male role,https://www.androidauthority.com/best-thriller-movies-on-netflix-3220219/,"Android Authority
Best thriller movies on Netflix: Our top picks
Looking for edge-of-your seat suspense for your next movie night? These are some of the best thriller movies on Netflix.
.
13-Jan-2023",https://www.cnet.com/culture/entertainment/the-stranger-on-netflix-the-true-story-that-inspired-the-unsettling-thriller/,"CNET
'The Stranger' on Netflix: The True Story That Inspired the Unsettling Thriller
The suspenseful movie is based on the complex real-life scheme to finally snare the perpetrator in a high-profile child abduction case.
.
09-Nov-2022",https://www.rogerebert.com/reviews/thirteen-lives-movie-review-2022,"Roger Ebert
Thirteen Lives movie review & film summary (2022)
William Nicholson's script is full of two-dimensional versions of the real people involved.
.
29-Jul-2022",https://www.giantfreakinrobot.com/ent/making-the-thing-cost-actor.html,"GIANT FREAKIN ROBOT
Making John Carpenter's The Thing Nearly Cost One Actor His Hand
John Carpenter's The Thing is a gruesome alien film filled with body horror. One actor took that a little too far.
.
1 month ago",https://movieweb.com/best-michael-shannon-movies/,"MovieWeb
The Best Michael Shannon Movies, Ranked
Michael Shannon is a charismatic and always exceptional actor who has crafted an illustrious resume on both the big and small screen over...
.
11-Jul-2022",https://www.thedigitalfix.com/star-wars/obi-wan-kenobi-cast,"The Digital Fix
Obi-Wan Kenobi cast – every character in the Star Wars series
The Obi-Wan Kenobi cast brought Ewan McGregor and Hayden Christensen back to Star Wars - we got through every main character in the TV...
.
5 days ago",https://www.slashfilm.com/731815/every-ridley-scott-movie-ranked-from-worst-to-best/,"Slash Film
Every Ridley Scott Movie Ranked From Worst To Best
Since the late 1970s, Ridley Scott has been a more or less constant figure in cinema. From his early achievements in science fiction to his...
.
30-Aug-2022",https://www.joblo.com/dark-matter-alice-braga-jimmi-simpson/,"JoBlo
Dark Matter: Alice Braga, Jimmi Simpson join the cast of Apple sci-fi series
Alice Braga and Jimmi Simpson have joined Joel Edgerton and Jennifer Connelly in Apple's Blake Crouch mini-series Dark Matter.
.
30-Sept-2022",https://www.buddytv.com/movies-about-the-apocalypse/,"BuddyTV
13 Movies About The Apocalypse For You
The human race has always been fascinated by the idea of the apocalypse. It's a topic that has been explored in countless books, movies,...
.
15-Jul-2022",https://movieweb.com/psychological-thrillers-movies-2010s-best/,"MovieWeb
Best Psychological Thriller Movies of the 2010s
Sometimes the most terrifying movies are not the ones that make audiences scared of a masked killer with a knife, but instead what makes...
.
03-Oct-2022"
23,astronauts crash land on this earth like planet where humans are caged and treated like zoo animals,,,,,,,,,,,,,,,,,,,,
24,what is the name of the first movie made by john singleton in which ice cube and cuba gooding is starring,https://editorial.rottentomatoes.com/guide/ice-cube/,"Rotten Tomatoes
Ice Cube Movies Ranked by Tomatometer
We're ranking every movie starring Ice Cube! We start with his Certified Fresh films, including his early, high-impact debut Boyz N the Hood,...
.
13-Sept-2022",https://www.cinemablend.com/news/2553470/fantastic-films-starring-rappers,"CinemaBlend
12 Fantastic Films Starring Rappers | Cinemablend
Ice-T has been on the hit series Law and Order: Special Victims Unit since it began, Ice Cube has been a co-star of several hit franchise...
.
16-Sept-2022",https://indianexpress.com/article/entertainment/hollywood/john-singleton-dead-5701825/,"The Indian Express
Hollywood director John Singleton passes away
Director John Singleton, who made one of Hollywood's most memorable debuts with the Oscar-nominated Boyz N the Hood, has died. He was 51.
.
30-Apr-2019",https://www.hurriyetdailynews.com/boyz-n-the-hood-director-john-singleton-dead-at-51-143039,"Hürriyet Daily News
'Boyz n the Hood' director John Singleton dead at 51
John Singleton, director of the groundbreaking 1991 movie about US inner city life ""Boyz n the Hood,"" died April 29 at the age of 51,...
.
30-Apr-2019",https://www.nme.com/features/90s-films-la-haine-2747133,"NME
90s movies: 15 alternative classics you might not have seen
You've watched the obvious '90s movies like 'Trainspotting' and 'Pulp Fiction' – but here are some alternative classics to gorge on.
.
07-Sept-2020",https://www.slashfilm.com/754283/the-best-john-singleton-movies-and-where-to-watch-them/,"Slash Film
The Best John Singleton Movies And Where To Watch Them
John Singleton ushered in a new subgenre of ""hood films,"" and paved the way for so many other Black directors to tell their own stories.
.
02-Feb-2022",https://www.vanityfair.com/hollywood/2016/08/how-boyz-n-the-hood-beat-the-odds-and-why-it-matters-today,"Vanity Fair
How Boyz n the Hood Beat the Odds to Get Made—and Why It Matters Today
When John Singleton first approached Ice Cube to be in a movie, the rapper didn't take him seriously. But soon the novice actor, along with...
.
04-Aug-2016",https://nationalinterest.org/blog/techland/netflix-best-what-coming-november-2020-171496,"The National Interest
Netflix: Best of What Is Coming in November 2020
Three days into November — possibly — the election will be over, giving those who have been officially following it some much-needed free...
.
27-Oct-2020",https://www.wmagazine.com/story/john-singleton-tribute-film-history,"W Magazine
The John Singleton Films That Paved the Way for Today’s Black Hollywood Icons
The late director can be credited for launching the acting careers of musicians like Tupac, Janet Jackson, and Ice Cube.
.
29-Apr-2019",https://www.abccolumbia.com/2016/07/12/boyz-n-the-hood-celebrates-25th-anniversary/,"ABC Columbia
'Boyz N the Hood' Celebrates 25th Anniversary
On July 12, 1991, John Singleton's movie “Boyz N the Hood” was released in the United States. Twenty-five years later, the movie is...
.
12-Jul-2016"
25,a girl with really really long hair gets stuck high in a tower where a lady keeps her,https://theconversation.com/unusual-conditions-what-is-rapunzel-syndrome-and-why-do-some-people-eat-hair-66761,"The Conversation
Unusual conditions: what is Rapunzel syndrome and why do some people eat hair?
Rapunzel syndrome is an extremely rare medical condition where hairs the person has eaten become tangled and trapped in their stomach.
.
18-Oct-2016",https://www.buzzfeed.com/jasminnahar/problems-every-girl-with-long-hair-has-experien,"BuzzFeed
43 Problems Every Girl With Long Hair Has Experienced At Least Once
Getting your hair stuck in your armpit.
.
23-Jul-2017",https://www.mindbodygreen.com/articles/what-it-means-to-trust-the-universe,"MindBodyGreen
What It Means To Trust The Universe + Why You Should
Trust really is a practice, especially in those moments when it feels like you're working hard and things just aren't happening.
.
04-Sept-2020",https://www.cnet.com/pictures/halloweens-here-weird-horror-films-and-tv-shows-you-may-have-overlooked/,"CNET
Weird horror films and TV shows you may have overlooked
Vengeful witches, angry ghosts, killer cults, evil clowns and body-snatching aliens. Watch these unusual scary films and TV shows screaming...
.
31-Oct-2020",https://www.washingtonpost.com/history/2018/10/24/jack-whittaker-powerball-lottery-winners-life-was-ruined-after-m-jackpot/,"The Washington Post
He won Powerball's $314 million jackpot. It ruined his life.
Within two years, Jack Wittaker was unwelcome at bars and his beloved granddaughter had disappeared.
.
23-Oct-2018",https://www.bustle.com/articles/68595-7-parts-of-the-grimms-brothers-rapunzel-that-will-shock-you-or-at-least-strike-you,"Bustle
7 Parts Of The Grimms Brothers' 'Rapunzel' That Will Shock You (Or At Least Strike You As Slut-Shaming)
We all know the basics of Rapunzel: girl with long hair imprisoned by an evil witch, prince comes along, climbs up hair, rescues said...
.
09-Mar-2015",,,,,,,,
26,remade by william friedkin in 1977 as sorcerer this 1953 thriller depicts a group of men trying to drive truck load of explosives across dangerous terrain,,,,,,,,,,,,,,,,,,,,
28,louis armstrong was only on set for a half day and did his shots in one take in this barbra streisand musical,https://www.billboard.com/lists/greatest-grammy-moments-all-time/,"Billboard
Greatest Grammy Moments of All Time – Billboard - Awards
This Sunday (Feb. 5), the Grammys will celebrate a landmark anniversary, as the show enters its 65th year of serving as music's biggest...
.
03-Feb-2023",https://www.aarp.org/entertainment/movies-for-grownups/info-2021/movie-musicals-set-in-new-york-city.html,"AARP
The 11 Best Movie Musicals Set in New York City
From ""West Side Story"" to ""Hamilton,"" catch up with these New York City–set musicals and filmed live performances that you can watch at...
.
01-Jun-2021",https://www.newyorker.com/books/page-turner/what-louis-armstrong-really-thinks,"The New Yorker
What Louis Armstrong Really Thinks
On October 31, 1965, Louis (Satchmo) Armstrong gave his first performance in New Orleans, his home town, in nine years.
.
25-Feb-2014",https://www.nytimes.com/2018/10/30/arts/music/barbra-streisand-walls-trump.html,"The New York Times
Barbra Streisand Can't Get Trump Out of Her Head. So She Sang About Him. (Published 2018)
Her new album, “Walls,” is a rare instance of politics permeating her music, and in an interview, she could barely stop talking about her...
.
30-Oct-2018",https://www.npr.org/2016/02/25/468098214/what-musical-family-has-the-oscars-on-lock-hello-newmans,"NPR
What Musical Family Has The Oscars On Lock? Hello, Newmans.
Between Thomas, Lionel, Alfred, Emil, David and Randy (yes, that one), the Newmans have more than 80 Oscar nominations. Neda Ulaby takes a...
.
25-Feb-2016",https://www.detroitnews.com/story/business/2015/02/05/bakers-keyboard-lounge-detroit/22961157/,"The Detroit News
Baker's Keyboard Lounge seeks official landmark status
If nothing else, the candidate for Detroit's 194th official historic landmark proves this city's past can sometimes be just plain cool.
.
05-Feb-2015",https://vanyaland.com/2019/07/25/once-upon-1969-hello-dolly-and-the-collapse-of-the-movie-musical/,"Vanyaland
Once Upon 1969: 'Hello, Dolly!' and the collapse of the movie musical
50 years later, 'Hello, Dolly!' feels as though Gene Kelly recognized that this would be the last musical he'd ever direct.
.
25-Jul-2019",https://forward.com/opinion/183818/songs-to-atone-by-dylan-jolson-streisand-oysher/,"The Forward
Songs to Atone By: Dylan, Jolson, Streisand, Oysher
As we approach the holiest day of the year, I've put together a selection of songs that sum up the day and capture its spirit,...
.
12-Sept-2013",,,,
29,bruce willis starred in this 80 s action film about a man in the wrong place at the wrong time,https://www.thethings.com/last-movies-bruce-willis-acted-in-before-retirement/,"TheThings
The Last Movies Bruce Willis Acted In Before His Retirement
Hollywood star Bruce Willis rose to fame in the late '80s, and in the '90s he starred in some of the decade's biggest classics like Pulp...
.
19-Jan-2023",https://movieweb.com/best-action-movies-eighties/,"MovieWeb
14 Best Action Movies from the '80s, Ranked
The crown for best 80s action movie is certainly a battle royale with plenty of contenders, from Die Hard to Lethal Weapon.
.
13-Aug-2022",https://screenrant.com/bruce-willis-paradise-city-last-movie-john-travolta-perfect/,"Screen Rant
Paradise City: Bruce Willis' Last Movie Let Down A Legend
Bruce Willis' retirement is the end of a huge career for the Die Hard actor. Here's why Willis' last movie, Paradise City, truly let down a...
.
16-Dec-2022",https://www.vulture.com/2022/08/silent-bruce-willis.html,"Vulture
How Bruce Willis' Stoic Roles Masked His Silent Decline
Bruce Willis was a fast-talking lead who became a man-of-few-words star, which made his aphasia diagnosis (and subsequent retirement) that...
.
03-Aug-2022",https://www.giantfreakinrobot.com/ent/bruce-willis-hulu-wrong-place.html,"GIANT FREAKIN ROBOT
Bruce Willis Has The #1 Movie On Streaming
The Die Hard star may be retiring, but he isn't done just yet and the streaming numbers prove it. Bruce Willis' action film Wrong Place is...
.
07-Dec-2022",https://www.dailymail.co.uk/news/article-11760329/The-sad-story-Bruce-Willis-cognitive-decline-movie-sets.html,"Daily Mail
The sad story of Bruce Willis' cognitive decline on movie sets
Bruce Willis' tragic cognitive decline played out on movie sets for years before he finally stepped back from acting and was diagnosed with...
.
1 month ago",https://filmthreat.com/reviews/detective-knight-independence/,"Film Threat
Detective Knight: Independence
Detective Knight: Independence is the final film of writer/director Edward Drake's Detective Knight trilogy, co-written by Corey Large.
.
18-Jan-2023",https://www.blu-ray.com/news/?id=31035,"Blu-ray.com
Wrong Place Blu-ray
Vertical Entertainment will release on Blu-ray Mike Burns' action thriller Wrong Place (2022), starring Bruce Willis, Ashley Greene,...
.
22-Jul-2022",https://www.empireonline.com/movies/features/best-action-movies/,"Empire
The 60 Best Action Movies | Movies
Nothing beats the adrenaline rush of pure action cinema – massive blockbuster movies packed with punchy fight scenes, epic chase sequences,...
.
12-Oct-2021",https://www.latimes.com/entertainment-arts/movies/story/2022-03-30/bruce-willis-aphasia-memory-loss-cognitive-disorder,"Los Angeles Times
Bruce Willis' aphasia was suspected by coworkers for years.
In interviews with The Times this month, nearly two dozen people who were on set with the actor expressed concern about Willis' well-being.
.
30-Mar-2022"
30,i m thinking of a film that features a down and out actor that goes in drag for the ultimate role a leading woman on a soap opera,https://www.pastemagazine.com/movies/the-100-best-martial-arts-movies-of-all-time,"Paste Magazine
The 100 Best Martial Arts Movies of All Time
Fighting, whether sanctioned or no-holds-barred, is without a doubt the oldest form of competition that mankind has ever engaged in.
.
16-Nov-2022",https://ew.com/awards/tracking-top-2023-oscars-contenders/,"Entertainment Weekly
Tracking the top 2023 Oscar contenders | EW.com
We track the top 2023 Oscar contenders with our report card of Oscar nominations and more stops in the awards race.
.
4 weeks ago",https://www.goldderby.com/gallery/best-morgan-freeman-movies-ranked/,"GoldDerby
Morgan Freeman Movies: 15 Greatest Films Ranked Worst to Best
Tour our photo gallery featuring The Shawshank Redemption, Million Dollar Baby, Driving Miss Daisy, Glory and more.
.
29-May-2022",https://www.thewrap.com/every-stephen-king-movie-ranked-worst-best-shining-it-carrie-shawshank/,"The Wrap
All 46 Stephen King Movies, Ranked Worst to Best
We ranked every Stephen King movie from worst to best, from stone cold classics like The Shining to the adaptations you might have missed.
.
06-Oct-2022",https://michaelfairmantv.com/michael-fairman-tv-names-the-best-and-worst-in-soaps-2022/2022/12/31/,"Michael Fairman TV
Michael Fairman TV Names The Best and Worst in Soaps 2022 – Michael Fairman TV
In a year that saw Days of our Lives leave network television after almost 57 seasons and move exclusively to Peacock as its new streaming...
.
31-Dec-2022",https://www.nytimes.com/2022/09/09/theater/comedy-gender-some-like-it-hot.html,"The New York Times
Are Men in Dresses and Wigs Still Funny in Comedy?
As “Some Like It Hot” and “Ain't No Mo'” head to Broadway, following runs of “Tootsie” and “Mrs. Doubtfire,” 10 artists reflect on an...
.
09-Sept-2022",https://www.billboard.com/lists/lgbtq-anthems-queer-pride-songs/,"Billboard
Best LGBTQ Anthems of All Time: 60 Queer Song Classics
How does a song become a gay anthem? Like the LGBTQ+ community itself, our soundtrack is vast and diverse. We have recorded our history and...
.
07-Jun-2022",https://www.goldderby.com/gallery/best-patrick-swayze-movies/,"GoldDerby
Patrick Swayze movies: 15 greatest films ranked from worst to best
Tour our photo gallery including 'Dirty Dancing,' 'Ghost,' 'Road House,' 'Point Break' and more.
.
16-Aug-2022",https://www.timeout.com/film/100-best-movies-as-chosen-by-actors,"Time Out
Actors Vote on the 100 Greatest Movies of All
We asked actors for the best movies of all time, from comedies and classic romances to blockbusters and foreign gems.
.
08-Dec-2021",https://www.rollingstone.com/tv-movies/tv-movie-lists/every-tom-hanks-movie-ranked-worst-to-best-950436/,"Rolling Stone
Every Tom Hanks Movie, Ranked Worst to Best
From WWII heroes to hired killers, Forrest Gump to Fred Rogers — we rank every one of the Oscar winner's roles. By David Fear...
.
08-May-2020"
